id:ID,:LABEL
E36_VisualItem_Artifact_陶器_1270_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1272_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1273_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1276_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1277_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1284_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1293_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1313_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1319_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1323_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1328_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1343_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1347_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1357_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1394_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1395_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1402_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1404_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1406_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1463_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1464_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1491_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1492_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1493_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1494_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1496_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1499_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1500_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1507_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1508_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1513_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1514_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1515_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1516_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1517_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1522_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1523_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1524_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1525_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1526_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1527_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1528_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1529_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1531_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1532_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1533_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1534_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1535_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1536_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1537_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1540_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1541_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1542_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1543_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1544_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1549_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1550_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1551_纹饰类型,E36_VisualItem
