START_ID,END_ID,TYPE
obj_4ee8609e,type_aee8c8bf,E55
obj_4ee8609e,mat_aee8c8bf,P45_consists_of
obj_cfa006b7,mat_0276e62d,P45_consists_of
obj_cfa006b7,type_f39a5155,P2_has_type
obj_cfa006b7,type_f39a5155,P2_has_type
obj_cfa006b7,type_0038a6ef,E55
obj_cfa006b7,mat_726b3299,P45_consists_of
obj_aaf361a1,mat_9c906731,P45_consists_of
obj_aaf361a1,type_9e50ac37,P2_has_type
obj_aaf361a1,type_9e50ac37,P2_has_type
obj_aaf361a1,type_0038a6ef,E55
obj_aaf361a1,mat_726b3299,P45_consists_of
obj_4baa3c2e,mat_9c906731,P45_consists_of
obj_4baa3c2e,type_9e50ac37,P2_has_type
obj_4baa3c2e,type_9e50ac37,P2_has_type
obj_4baa3c2e,type_0038a6ef,E55
obj_4baa3c2e,mat_726b3299,P45_consists_of
obj_b0f61830,mat_9c906731,P45_consists_of
obj_b0f61830,type_9e50ac37,P2_has_type
obj_b0f61830,type_9e50ac37,P2_has_type
obj_b0f61830,type_0038a6ef,E55
obj_b0f61830,mat_726b3299,P45_consists_of
obj_20e8a470,mat_8eb06b6c,P45_consists_of
obj_20e8a470,type_2d6b90ef,P2_has_type
obj_20e8a470,type_2d6b90ef,P2_has_type
obj_20e8a470,type_25685433,E55
obj_20e8a470,mat_25685433,P45_consists_of
obj_0b82554d,mat_e6968dff,P45_consists_of
obj_0b82554d,type_2d6b90ef,P2_has_type
obj_0b82554d,type_2d6b90ef,P2_has_type
obj_0b82554d,type_25685433,E55
obj_0b82554d,mat_25685433,P45_consists_of
obj_f208922d,mat_8eb06b6c,P45_consists_of
obj_f208922d,type_2d6b90ef,P2_has_type
obj_f208922d,type_2d6b90ef,P2_has_type
obj_f208922d,type_25685433,E55
obj_f208922d,mat_25685433,P45_consists_of
obj_e8e27fdf,mat_000e0325,P45_consists_of
obj_e8e27fdf,type_d901ece3,P2_has_type
obj_e8e27fdf,type_d901ece3,P2_has_type
obj_e8e27fdf,type_0038a6ef,E55
obj_e8e27fdf,mat_726b3299,P45_consists_of
obj_a0fd01dc,mat_000e0325,P45_consists_of
obj_a0fd01dc,type_d901ece3,P2_has_type
obj_a0fd01dc,type_d901ece3,P2_has_type
obj_a0fd01dc,type_0038a6ef,E55
obj_a0fd01dc,mat_726b3299,P45_consists_of
obj_7c9eae6f,type_6ddad773,P2_has_type
obj_7c9eae6f,type_6ddad773,P2_has_type
obj_9d12fa45,mat_1b85376a,P45_consists_of
obj_9d12fa45,type_913eef7a,P2_has_type
obj_9d12fa45,type_913eef7a,P2_has_type
obj_9d12fa45,type_0038a6ef,E55
obj_9d12fa45,mat_726b3299,P45_consists_of
obj_21e10920,mat_76d42b26,P45_consists_of
obj_21e10920,type_913eef7a,P2_has_type
obj_21e10920,type_913eef7a,P2_has_type
obj_21e10920,type_f23c60d2,E55
obj_21e10920,mat_5407983d,P45_consists_of
