:START_ID,:END_ID,:TYPE
Artifact_陶器_4746,E25_ManMadeFeature_Artifact_陶器_4746_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4746,E12_Production_Artifact_陶器_4746,P108_was_produced_by
E12_Production_Artifact_陶器_4746,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4746,E36_VisualItem_Artifact_陶器_4746_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4746_纹饰类型,E55_Type_781dfb1fee,P2_has_type
Artifact_陶器_4747,E25_ManMadeFeature_Artifact_陶器_4747_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4747,E12_Production_Artifact_陶器_4747,P108_was_produced_by
E12_Production_Artifact_陶器_4747,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4747,E36_VisualItem_Artifact_陶器_4747_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4747_纹饰类型,E55_Type_781dfb1fee,P2_has_type
Artifact_陶器_4748,E25_ManMadeFeature_Artifact_陶器_4748_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4748,E57_Material_Artifact_陶器_4748_掺杂物,P45_consists_of
Artifact_陶器_4748,E36_VisualItem_Artifact_陶器_4748_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4748_纹饰类型,E55_Type_781dfb1fee,P2_has_type
Artifact_陶器_4749,E25_ManMadeFeature_Artifact_陶器_4749_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4749,E57_Material_Artifact_陶器_4749_掺杂物,P45_consists_of
Artifact_陶器_4749,E36_VisualItem_Artifact_陶器_4749_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4749_纹饰类型,E55_Type_781dfb1fee,P2_has_type
Artifact_陶器_4750,E25_ManMadeFeature_Artifact_陶器_4750_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4750,E36_VisualItem_Artifact_陶器_4750_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4750_纹饰类型,E55_Type_781dfb1fee,P2_has_type
Artifact_陶器_4751,E25_ManMadeFeature_Artifact_陶器_4751_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4751,E36_VisualItem_Artifact_陶器_4751_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4751_纹饰类型,E55_Type_2908fff697,P2_has_type
Artifact_陶器_4752,E25_ManMadeFeature_Artifact_陶器_4752_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4752,E57_Material_Artifact_陶器_4752_掺杂物,P45_consists_of
Artifact_陶器_4752,E36_VisualItem_Artifact_陶器_4752_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4752_纹饰类型,E55_Type_17ed54a136,P2_has_type
Artifact_陶器_4753,E25_ManMadeFeature_Artifact_陶器_4753_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4753,E36_VisualItem_Artifact_陶器_4753_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4753_纹饰类型,E55_Type_781dfb1fee,P2_has_type
Artifact_陶器_4754,E25_ManMadeFeature_Artifact_陶器_4754_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4754,E36_VisualItem_Artifact_陶器_4754_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4754_纹饰类型,E55_Type_a954a757fa,P2_has_type
Artifact_陶器_4755,E25_ManMadeFeature_Artifact_陶器_4755_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4755,E12_Production_Artifact_陶器_4755,P108_was_produced_by
E12_Production_Artifact_陶器_4755,记录其长、宽、高、重等定量数据。_Artifact_陶器_4755_装饰手法,P32_used_specific_technique
Artifact_陶器_4755,E36_VisualItem_Artifact_陶器_4755_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4755_纹饰类型,E55_Type_a05f9e1740,P2_has_type
Artifact_陶器_4756,E25_ManMadeFeature_Artifact_陶器_4756_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4756,E12_Production_Artifact_陶器_4756,P108_was_produced_by
E12_Production_Artifact_陶器_4756,记录其长、宽、高、重等定量数据。_Artifact_陶器_4756_装饰手法,P32_used_specific_technique
Artifact_陶器_4756,E36_VisualItem_Artifact_陶器_4756_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4756_纹饰类型,E55_Type_b521665239,P2_has_type
Artifact_陶器_4757,E25_ManMadeFeature_Artifact_陶器_4757_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4757,E12_Production_Artifact_陶器_4757,P108_was_produced_by
E12_Production_Artifact_陶器_4757,记录其长、宽、高、重等定量数据。_Artifact_陶器_4757_装饰手法,P32_used_specific_technique
Artifact_陶器_4757,E36_VisualItem_Artifact_陶器_4757_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4757_纹饰类型,E55_Type_b521665239,P2_has_type
Artifact_陶器_4758,E25_ManMadeFeature_Artifact_陶器_4758_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4758,E12_Production_Artifact_陶器_4758,P108_was_produced_by
E12_Production_Artifact_陶器_4758,记录其长、宽、高、重等定量数据。_Artifact_陶器_4758_装饰手法,P32_used_specific_technique
Artifact_陶器_4758,E36_VisualItem_Artifact_陶器_4758_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4758_纹饰类型,E55_Type_b521665239,P2_has_type
Artifact_陶器_4759,E25_ManMadeFeature_Artifact_陶器_4759_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4759,E12_Production_Artifact_陶器_4759,P108_was_produced_by
E12_Production_Artifact_陶器_4759,记录其长、宽、高、重等定量数据。_Artifact_陶器_4759_装饰手法,P32_used_specific_technique
Artifact_陶器_4759,E36_VisualItem_Artifact_陶器_4759_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4759_纹饰类型,E55_Type_b521665239,P2_has_type
Artifact_陶器_4760,E25_ManMadeFeature_Artifact_陶器_4760_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4760,E12_Production_Artifact_陶器_4760,P108_was_produced_by
E12_Production_Artifact_陶器_4760,记录其长、宽、高、重等定量数据。_Artifact_陶器_4760_装饰手法,P32_used_specific_technique
Artifact_陶器_4760,E36_VisualItem_Artifact_陶器_4760_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4760_纹饰类型,E55_Type_e0634e088c,P2_has_type
Artifact_陶器_4761,E25_ManMadeFeature_Artifact_陶器_4761_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4761,E12_Production_Artifact_陶器_4761,P108_was_produced_by
E12_Production_Artifact_陶器_4761,记录其长、宽、高、重等定量数据。_Artifact_陶器_4761_装饰手法,P32_used_specific_technique
Artifact_陶器_4761,E36_VisualItem_Artifact_陶器_4761_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4761_纹饰类型,E55_Type_1868d0452b,P2_has_type
Artifact_陶器_4762,E25_ManMadeFeature_Artifact_陶器_4762_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4763,E25_ManMadeFeature_Artifact_陶器_4763_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4763,E36_VisualItem_Artifact_陶器_4763_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4763_纹饰类型,E55_Type_07ff0ff5c0,P2_has_type
Artifact_陶器_4764,E25_ManMadeFeature_Artifact_陶器_4764_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4764,E36_VisualItem_Artifact_陶器_4764_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4764_纹饰类型,E55_Type_17ed54a136,P2_has_type
Artifact_陶器_4765,E25_ManMadeFeature_Artifact_陶器_4765_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4765,E36_VisualItem_Artifact_陶器_4765_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4765_纹饰类型,E55_Type_41663af887,P2_has_type
Artifact_陶器_4766,E25_ManMadeFeature_Artifact_陶器_4766_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4766,E36_VisualItem_Artifact_陶器_4766_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4766_纹饰类型,E55_Type_41663af887,P2_has_type
Artifact_陶器_4767,E25_ManMadeFeature_Artifact_陶器_4767_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4767,E36_VisualItem_Artifact_陶器_4767_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4767_纹饰类型,E55_Type_41663af887,P2_has_type
Artifact_陶器_4768,E25_ManMadeFeature_Artifact_陶器_4768_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4768,E36_VisualItem_Artifact_陶器_4768_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4768_纹饰类型,E55_Type_41663af887,P2_has_type
Artifact_陶器_4769,E25_ManMadeFeature_Artifact_陶器_4769_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4769,E36_VisualItem_Artifact_陶器_4769_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4769_纹饰类型,E55_Type_41663af887,P2_has_type
Artifact_陶器_4770,E25_ManMadeFeature_Artifact_陶器_4770_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4770,E36_VisualItem_Artifact_陶器_4770_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4770_纹饰类型,E55_Type_17ed54a136,P2_has_type
Artifact_陶器_4771,E25_ManMadeFeature_Artifact_陶器_4771_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4771,E57_Material_Artifact_陶器_4771_掺杂物,P45_consists_of
Artifact_陶器_4771,E36_VisualItem_Artifact_陶器_4771_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4771_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_4772,E25_ManMadeFeature_Artifact_陶器_4772_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4772,E57_Material_Artifact_陶器_4772_掺杂物,P45_consists_of
Artifact_陶器_4772,E36_VisualItem_Artifact_陶器_4772_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4772_纹饰类型,E55_Type_d74d0f20a7,P2_has_type
Artifact_陶器_4774,E25_ManMadeFeature_Artifact_陶器_4774_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4775,E36_VisualItem_Artifact_陶器_4775_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4775_纹饰类型,E55_Type_2bcb3ccbc8,P2_has_type
Artifact_陶器_4776,E12_Production_Artifact_陶器_4776,P108_was_produced_by
E12_Production_Artifact_陶器_4776,记录其长、宽、高、重等定量数据。_Artifact_陶器_4776_装饰手法,P32_used_specific_technique
Artifact_陶器_4776,E36_VisualItem_Artifact_陶器_4776_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4776_纹饰类型,E55_Type_21f61dbab7,P2_has_type
Artifact_陶器_4777,E12_Production_Artifact_陶器_4777,P108_was_produced_by
E12_Production_Artifact_陶器_4777,记录其长、宽、高、重等定量数据。_Artifact_陶器_4777_装饰手法,P32_used_specific_technique
Artifact_陶器_4777,E36_VisualItem_Artifact_陶器_4777_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4777_纹饰类型,E55_Type_17ed54a136,P2_has_type
Artifact_陶器_4778,E25_ManMadeFeature_Artifact_陶器_4778_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4778,E12_Production_Artifact_陶器_4778,P108_was_produced_by
E12_Production_Artifact_陶器_4778,记录其长、宽、高、重等定量数据。_Artifact_陶器_4778_装饰手法,P32_used_specific_technique
Artifact_陶器_4778,E36_VisualItem_Artifact_陶器_4778_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4778_纹饰类型,E55_Type_d80af12aec,P2_has_type
Artifact_陶器_4779,E25_ManMadeFeature_Artifact_陶器_4779_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4779,E12_Production_Artifact_陶器_4779,P108_was_produced_by
E12_Production_Artifact_陶器_4779,记录其长、宽、高、重等定量数据。_Artifact_陶器_4779_装饰手法,P32_used_specific_technique
Artifact_陶器_4779,E36_VisualItem_Artifact_陶器_4779_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4779_纹饰类型,E55_Type_96ae8f9345,P2_has_type
Artifact_陶器_4780,E25_ManMadeFeature_Artifact_陶器_4780_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4780,E12_Production_Artifact_陶器_4780,P108_was_produced_by
E12_Production_Artifact_陶器_4780,记录其长、宽、高、重等定量数据。_Artifact_陶器_4780_装饰手法,P32_used_specific_technique
Artifact_陶器_4780,E36_VisualItem_Artifact_陶器_4780_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4780_纹饰类型,E55_Type_05c9e54a32,P2_has_type
Artifact_陶器_4781,E25_ManMadeFeature_Artifact_陶器_4781_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4781,E12_Production_Artifact_陶器_4781,P108_was_produced_by
E12_Production_Artifact_陶器_4781,记录其长、宽、高、重等定量数据。_Artifact_陶器_4781_装饰手法,P32_used_specific_technique
Artifact_陶器_4781,E36_VisualItem_Artifact_陶器_4781_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4781_纹饰类型,E55_Type_17ed54a136,P2_has_type
Artifact_陶器_4782,E25_ManMadeFeature_Artifact_陶器_4782_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4782,E12_Production_Artifact_陶器_4782,P108_was_produced_by
E12_Production_Artifact_陶器_4782,记录其长、宽、高、重等定量数据。_Artifact_陶器_4782_装饰手法,P32_used_specific_technique
Artifact_陶器_4782,E36_VisualItem_Artifact_陶器_4782_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4782_纹饰类型,E55_Type_1f43aee278,P2_has_type
Artifact_陶器_4783,E25_ManMadeFeature_Artifact_陶器_4783_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4783,E12_Production_Artifact_陶器_4783,P108_was_produced_by
E12_Production_Artifact_陶器_4783,记录其长、宽、高、重等定量数据。_Artifact_陶器_4783_装饰手法,P32_used_specific_technique
Artifact_陶器_4783,E36_VisualItem_Artifact_陶器_4783_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4783_纹饰类型,E55_Type_17ed54a136,P2_has_type
Artifact_陶器_4784,E25_ManMadeFeature_Artifact_陶器_4784_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4784,E12_Production_Artifact_陶器_4784,P108_was_produced_by
E12_Production_Artifact_陶器_4784,记录其长、宽、高、重等定量数据。_Artifact_陶器_4784_装饰手法,P32_used_specific_technique
Artifact_陶器_4784,E36_VisualItem_Artifact_陶器_4784_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4784_纹饰类型,E55_Type_17ed54a136,P2_has_type
Artifact_陶器_4785,E25_ManMadeFeature_Artifact_陶器_4785_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4786,E25_ManMadeFeature_Artifact_陶器_4786_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4786,E12_Production_Artifact_陶器_4786,P108_was_produced_by
E12_Production_Artifact_陶器_4786,记录其长、宽、高、重等定量数据。_Artifact_陶器_4786_装饰手法,P32_used_specific_technique
Artifact_陶器_4786,E36_VisualItem_Artifact_陶器_4786_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4786_纹饰类型,E55_Type_a150dfb462,P2_has_type
Artifact_陶器_4787,E25_ManMadeFeature_Artifact_陶器_4787_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4787,E12_Production_Artifact_陶器_4787,P108_was_produced_by
E12_Production_Artifact_陶器_4787,记录其长、宽、高、重等定量数据。_Artifact_陶器_4787_装饰手法,P32_used_specific_technique
Artifact_陶器_4787,E36_VisualItem_Artifact_陶器_4787_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4787_纹饰类型,E55_Type_a150dfb462,P2_has_type
Artifact_陶器_4788,E25_ManMadeFeature_Artifact_陶器_4788_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4788,E12_Production_Artifact_陶器_4788,P108_was_produced_by
E12_Production_Artifact_陶器_4788,记录其长、宽、高、重等定量数据。_Artifact_陶器_4788_装饰手法,P32_used_specific_technique
Artifact_陶器_4788,E36_VisualItem_Artifact_陶器_4788_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4788_纹饰类型,E55_Type_a150dfb462,P2_has_type
Artifact_陶器_4789,E25_ManMadeFeature_Artifact_陶器_4789_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4789,E12_Production_Artifact_陶器_4789,P108_was_produced_by
E12_Production_Artifact_陶器_4789,记录其长、宽、高、重等定量数据。_Artifact_陶器_4789_装饰手法,P32_used_specific_technique
Artifact_陶器_4789,E36_VisualItem_Artifact_陶器_4789_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4789_纹饰类型,E55_Type_86fd5a05e6,P2_has_type
Artifact_陶器_4790,E25_ManMadeFeature_Artifact_陶器_4790_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4791,E25_ManMadeFeature_Artifact_陶器_4791_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4792,E25_ManMadeFeature_Artifact_陶器_4792_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4793,E25_ManMadeFeature_Artifact_陶器_4793_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4793,E12_Production_Artifact_陶器_4793,P108_was_produced_by
E12_Production_Artifact_陶器_4793,记录其长、宽、高、重等定量数据。_Artifact_陶器_4793_装饰手法,P32_used_specific_technique
Artifact_陶器_4793,E36_VisualItem_Artifact_陶器_4793_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4793_纹饰类型,E55_Type_998bd8cffa,P2_has_type
Artifact_陶器_4794,E25_ManMadeFeature_Artifact_陶器_4794_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4794,E12_Production_Artifact_陶器_4794,P108_was_produced_by
E12_Production_Artifact_陶器_4794,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4795,E25_ManMadeFeature_Artifact_陶器_4795_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4795,E12_Production_Artifact_陶器_4795,P108_was_produced_by
E12_Production_Artifact_陶器_4795,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4796,E25_ManMadeFeature_Artifact_陶器_4796_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4796,E12_Production_Artifact_陶器_4796,P108_was_produced_by
E12_Production_Artifact_陶器_4796,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4797,E25_ManMadeFeature_Artifact_陶器_4797_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4797,E12_Production_Artifact_陶器_4797,P108_was_produced_by
E12_Production_Artifact_陶器_4797,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4797,E36_VisualItem_Artifact_陶器_4797_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4797_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_4798,E25_ManMadeFeature_Artifact_陶器_4798_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4798,E12_Production_Artifact_陶器_4798,P108_was_produced_by
E12_Production_Artifact_陶器_4798,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4799,E25_ManMadeFeature_Artifact_陶器_4799_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4799,E12_Production_Artifact_陶器_4799,P108_was_produced_by
E12_Production_Artifact_陶器_4799,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4800,E25_ManMadeFeature_Artifact_陶器_4800_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4800,E12_Production_Artifact_陶器_4800,P108_was_produced_by
E12_Production_Artifact_陶器_4800,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4801,E25_ManMadeFeature_Artifact_陶器_4801_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4801,E12_Production_Artifact_陶器_4801,P108_was_produced_by
E12_Production_Artifact_陶器_4801,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4802,E25_ManMadeFeature_Artifact_陶器_4802_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4802,E12_Production_Artifact_陶器_4802,P108_was_produced_by
E12_Production_Artifact_陶器_4802,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4803,E25_ManMadeFeature_Artifact_陶器_4803_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4803,E36_VisualItem_Artifact_陶器_4803_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4803_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_4804,E25_ManMadeFeature_Artifact_陶器_4804_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4804,E12_Production_Artifact_陶器_4804,P108_was_produced_by
E12_Production_Artifact_陶器_4804,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4805,E25_ManMadeFeature_Artifact_陶器_4805_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4805,E12_Production_Artifact_陶器_4805,P108_was_produced_by
E12_Production_Artifact_陶器_4805,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4806,E25_ManMadeFeature_Artifact_陶器_4806_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4806,E36_VisualItem_Artifact_陶器_4806_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4806_纹饰类型,E55_Type_2908fff697,P2_has_type
Artifact_陶器_4807,E25_ManMadeFeature_Artifact_陶器_4807_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4807,E12_Production_Artifact_陶器_4807,P108_was_produced_by
E12_Production_Artifact_陶器_4807,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4808,E25_ManMadeFeature_Artifact_陶器_4808_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4808,E36_VisualItem_Artifact_陶器_4808_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4808_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_4809,E25_ManMadeFeature_Artifact_陶器_4809_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4809,E12_Production_Artifact_陶器_4809,P108_was_produced_by
E12_Production_Artifact_陶器_4809,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4810,E25_ManMadeFeature_Artifact_陶器_4810_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4810,E12_Production_Artifact_陶器_4810,P108_was_produced_by
E12_Production_Artifact_陶器_4810,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4811,E25_ManMadeFeature_Artifact_陶器_4811_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4811,E57_Material_Artifact_陶器_4811_掺杂物,P45_consists_of
Artifact_陶器_4811,E12_Production_Artifact_陶器_4811,P108_was_produced_by
E12_Production_Artifact_陶器_4811,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4812,E25_ManMadeFeature_Artifact_陶器_4812_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4812,E36_VisualItem_Artifact_陶器_4812_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4812_纹饰类型,E55_Type_a150dfb462,P2_has_type
Artifact_陶器_4813,E25_ManMadeFeature_Artifact_陶器_4813_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4814,E25_ManMadeFeature_Artifact_陶器_4814_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4814,E12_Production_Artifact_陶器_4814,P108_was_produced_by
E12_Production_Artifact_陶器_4814,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4815,E25_ManMadeFeature_Artifact_陶器_4815_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4815,E57_Material_Artifact_陶器_4815_掺杂物,P45_consists_of
Artifact_陶器_4815,E12_Production_Artifact_陶器_4815,P108_was_produced_by
E12_Production_Artifact_陶器_4815,E55_Type_781dfb1fee,P32_used_specific_technique
Artifact_陶器_4816,E25_ManMadeFeature_Artifact_陶器_4816_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4816,E36_VisualItem_Artifact_陶器_4816_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4816_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_4817,E25_ManMadeFeature_Artifact_陶器_4817_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4817,E36_VisualItem_Artifact_陶器_4817_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4817_纹饰类型,E55_Type_a150dfb462,P2_has_type
Artifact_陶器_4818,E25_ManMadeFeature_Artifact_陶器_4818_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4818,E36_VisualItem_Artifact_陶器_4818_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4818_纹饰类型,E55_Type_a150dfb462,P2_has_type
Artifact_陶器_4819,E25_ManMadeFeature_Artifact_陶器_4819_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4819,E36_VisualItem_Artifact_陶器_4819_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4819_纹饰类型,E55_Type_addefae679,P2_has_type
Artifact_陶器_4820,E25_ManMadeFeature_Artifact_陶器_4820_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4821,E25_ManMadeFeature_Artifact_陶器_4821_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4821,E36_VisualItem_Artifact_陶器_4821_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4821_纹饰类型,E55_Type_65ebc35d78,P2_has_type
Artifact_陶器_4822,E25_ManMadeFeature_Artifact_陶器_4822_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4823,E25_ManMadeFeature_Artifact_陶器_4823_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4823,E36_VisualItem_Artifact_陶器_4823_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4823_纹饰类型,E55_Type_2908fff697,P2_has_type
Artifact_陶器_4824,E25_ManMadeFeature_Artifact_陶器_4824_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4824,E36_VisualItem_Artifact_陶器_4824_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4824_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_4825,E25_ManMadeFeature_Artifact_陶器_4825_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4825,E36_VisualItem_Artifact_陶器_4825_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4825_纹饰类型,E55_Type_a31a7e94cc,P2_has_type
Artifact_陶器_4826,E25_ManMadeFeature_Artifact_陶器_4826_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4826,E36_VisualItem_Artifact_陶器_4826_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_4826_纹饰类型,E55_Type_30076a407d,P2_has_type
Artifact_陶器_4827,E25_ManMadeFeature_Artifact_陶器_4827_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_4827,E36_VisualItem_Artifact_陶器_4827_纹饰类型,P65_shows_visual_item
