:START_ID,:END_ID,:TYPE
E12_Production_Artifact_陶器_2957,E55_Type_ba2419cb0d,P32_used_specific_technique
Artifact_陶器_2957,E12_Production_Artifact_陶器_2957,P108_was_produced_by
E12_Production_Artifact_陶器_2957,记录其长、宽、高、重等定量数据。_Artifact_陶器_2957_装饰手法,P32_used_specific_technique
Artifact_陶器_2957,E36_VisualItem_Artifact_陶器_2957_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2957_纹饰类型,E55_Type_5a367ce91f,P2_has_type
Artifact_陶器_2966,E25_ManMadeFeature_Artifact_陶器_2966_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2967,E25_ManMadeFeature_Artifact_陶器_2967_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2968,E25_ManMadeFeature_Artifact_陶器_2968_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2969,E25_ManMadeFeature_Artifact_陶器_2969_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2970,E25_ManMadeFeature_Artifact_陶器_2970_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2971,E25_ManMadeFeature_Artifact_陶器_2971_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2972,E25_ManMadeFeature_Artifact_陶器_2972_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2973,E25_ManMadeFeature_Artifact_陶器_2973_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2974,E25_ManMadeFeature_Artifact_陶器_2974_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2975,E25_ManMadeFeature_Artifact_陶器_2975_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2975,E12_Production_Artifact_陶器_2975,P108_was_produced_by
E12_Production_Artifact_陶器_2975,记录其长、宽、高、重等定量数据。_Artifact_陶器_2975_装饰手法,P32_used_specific_technique
Artifact_陶器_2975,E36_VisualItem_Artifact_陶器_2975_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2975_纹饰类型,E55_Type_764fd90486,P2_has_type
Artifact_陶器_2976,E25_ManMadeFeature_Artifact_陶器_2976_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2976,E36_VisualItem_Artifact_陶器_2976_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2976_纹饰类型,E55_Type_e41db814f0,P2_has_type
Artifact_陶器_2977,E25_ManMadeFeature_Artifact_陶器_2977_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2977,E36_VisualItem_Artifact_陶器_2977_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2977_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_2978,E25_ManMadeFeature_Artifact_陶器_2978_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2978,E12_Production_Artifact_陶器_2978,P108_was_produced_by
E12_Production_Artifact_陶器_2978,记录其长、宽、高、重等定量数据。_Artifact_陶器_2978_装饰手法,P32_used_specific_technique
Artifact_陶器_2978,E36_VisualItem_Artifact_陶器_2978_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2978_纹饰类型,E55_Type_2908fff697,P2_has_type
Artifact_陶器_2979,E25_ManMadeFeature_Artifact_陶器_2979_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2980,E25_ManMadeFeature_Artifact_陶器_2980_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2981,E25_ManMadeFeature_Artifact_陶器_2981_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2982,E25_ManMadeFeature_Artifact_陶器_2982_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2983,E25_ManMadeFeature_Artifact_陶器_2983_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2983,E12_Production_Artifact_陶器_2983,P108_was_produced_by
E12_Production_Artifact_陶器_2983,记录其长、宽、高、重等定量数据。_Artifact_陶器_2983_装饰手法,P32_used_specific_technique
Artifact_陶器_2983,E36_VisualItem_Artifact_陶器_2983_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2983_纹饰类型,E55_Type_2908fff697,P2_has_type
Artifact_陶器_2984,E25_ManMadeFeature_Artifact_陶器_2984_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2984,E12_Production_Artifact_陶器_2984,P108_was_produced_by
E12_Production_Artifact_陶器_2984,记录其长、宽、高、重等定量数据。_Artifact_陶器_2984_装饰手法,P32_used_specific_technique
Artifact_陶器_2984,E36_VisualItem_Artifact_陶器_2984_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2984_纹饰类型,E55_Type_2908fff697,P2_has_type
Artifact_陶器_2985,E25_ManMadeFeature_Artifact_陶器_2985_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2985,E12_Production_Artifact_陶器_2985,P108_was_produced_by
E12_Production_Artifact_陶器_2985,记录其长、宽、高、重等定量数据。_Artifact_陶器_2985_装饰手法,P32_used_specific_technique
Artifact_陶器_2985,E36_VisualItem_Artifact_陶器_2985_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2985_纹饰类型,E55_Type_2908fff697,P2_has_type
Artifact_陶器_2986,E25_ManMadeFeature_Artifact_陶器_2986_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2986,E12_Production_Artifact_陶器_2986,P108_was_produced_by
E12_Production_Artifact_陶器_2986,记录其长、宽、高、重等定量数据。_Artifact_陶器_2986_装饰手法,P32_used_specific_technique
Artifact_陶器_2986,E36_VisualItem_Artifact_陶器_2986_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2986_纹饰类型,E55_Type_2908fff697,P2_has_type
Artifact_陶器_2987,E25_ManMadeFeature_Artifact_陶器_2987_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2987,E12_Production_Artifact_陶器_2987,P108_was_produced_by
E12_Production_Artifact_陶器_2987,记录其长、宽、高、重等定量数据。_Artifact_陶器_2987_装饰手法,P32_used_specific_technique
Artifact_陶器_2987,E36_VisualItem_Artifact_陶器_2987_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2987_纹饰类型,E55_Type_2908fff697,P2_has_type
Artifact_陶器_2988,E25_ManMadeFeature_Artifact_陶器_2988_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2989,E25_ManMadeFeature_Artifact_陶器_2989_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2989,E12_Production_Artifact_陶器_2989,P108_was_produced_by
E12_Production_Artifact_陶器_2989,记录其长、宽、高、重等定量数据。_Artifact_陶器_2989_装饰手法,P32_used_specific_technique
Artifact_陶器_2989,E36_VisualItem_Artifact_陶器_2989_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2989_纹饰类型,E55_Type_2908fff697,P2_has_type
Artifact_陶器_2990,E25_ManMadeFeature_Artifact_陶器_2990_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2991,E25_ManMadeFeature_Artifact_陶器_2991_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2991,E12_Production_Artifact_陶器_2991,P108_was_produced_by
E12_Production_Artifact_陶器_2991,记录其长、宽、高、重等定量数据。_Artifact_陶器_2991_装饰手法,P32_used_specific_technique
Artifact_陶器_2991,E36_VisualItem_Artifact_陶器_2991_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2991_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_2992,E25_ManMadeFeature_Artifact_陶器_2992_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2992,E12_Production_Artifact_陶器_2992,P108_was_produced_by
E12_Production_Artifact_陶器_2992,记录其长、宽、高、重等定量数据。_Artifact_陶器_2992_装饰手法,P32_used_specific_technique
Artifact_陶器_2992,E36_VisualItem_Artifact_陶器_2992_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2992_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_2993,E25_ManMadeFeature_Artifact_陶器_2993_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2993,E12_Production_Artifact_陶器_2993,P108_was_produced_by
E12_Production_Artifact_陶器_2993,记录其长、宽、高、重等定量数据。_Artifact_陶器_2993_装饰手法,P32_used_specific_technique
Artifact_陶器_2993,E36_VisualItem_Artifact_陶器_2993_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2993_纹饰类型,E55_Type_85a673d58c,P2_has_type
Artifact_陶器_2994,E25_ManMadeFeature_Artifact_陶器_2994_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2994,E12_Production_Artifact_陶器_2994,P108_was_produced_by
E12_Production_Artifact_陶器_2994,记录其长、宽、高、重等定量数据。_Artifact_陶器_2994_装饰手法,P32_used_specific_technique
Artifact_陶器_2994,E36_VisualItem_Artifact_陶器_2994_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2994_纹饰类型,E55_Type_d2d2933059,P2_has_type
Artifact_陶器_2995,E25_ManMadeFeature_Artifact_陶器_2995_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2995,E12_Production_Artifact_陶器_2995,P108_was_produced_by
E12_Production_Artifact_陶器_2995,记录其长、宽、高、重等定量数据。_Artifact_陶器_2995_装饰手法,P32_used_specific_technique
Artifact_陶器_2995,E36_VisualItem_Artifact_陶器_2995_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2995_纹饰类型,E55_Type_bf059ea1d1,P2_has_type
Artifact_陶器_2996,E25_ManMadeFeature_Artifact_陶器_2996_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2997,E25_ManMadeFeature_Artifact_陶器_2997_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2998,E25_ManMadeFeature_Artifact_陶器_2998_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2999,E25_ManMadeFeature_Artifact_陶器_2999_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_2999,E12_Production_Artifact_陶器_2999,P108_was_produced_by
E12_Production_Artifact_陶器_2999,记录其长、宽、高、重等定量数据。_Artifact_陶器_2999_装饰手法,P32_used_specific_technique
Artifact_陶器_2999,E36_VisualItem_Artifact_陶器_2999_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_2999_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_3000,E25_ManMadeFeature_Artifact_陶器_3000_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3001,E25_ManMadeFeature_Artifact_陶器_3001_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3002,E25_ManMadeFeature_Artifact_陶器_3002_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3002,E36_VisualItem_Artifact_陶器_3002_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3002_纹饰类型,E55_Type_d9fee6ba3e,P2_has_type
Artifact_陶器_3003,E25_ManMadeFeature_Artifact_陶器_3003_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3003,E36_VisualItem_Artifact_陶器_3003_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3003_纹饰类型,E55_Type_be23a373fe,P2_has_type
Artifact_陶器_3004,E25_ManMadeFeature_Artifact_陶器_3004_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3005,E25_ManMadeFeature_Artifact_陶器_3005_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3005,E57_Material_Artifact_陶器_3005_掺杂物,P45_consists_of
Artifact_陶器_3005,E12_Production_Artifact_陶器_3005,P108_was_produced_by
E12_Production_Artifact_陶器_3005,E55_Type_f3a2b99d12,P32_used_general_technique
Artifact_陶器_3006,E25_ManMadeFeature_Artifact_陶器_3006_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3006,E57_Material_Artifact_陶器_3006_掺杂物,P45_consists_of
Artifact_陶器_3006,E12_Production_Artifact_陶器_3006,P108_was_produced_by
E12_Production_Artifact_陶器_3006,E55_Type_f3a2b99d12,P32_used_general_technique
Artifact_陶器_3007,E25_ManMadeFeature_Artifact_陶器_3007_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3008,E25_ManMadeFeature_Artifact_陶器_3008_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3009,E25_ManMadeFeature_Artifact_陶器_3009_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3009,E12_Production_Artifact_陶器_3009,P108_was_produced_by
E12_Production_Artifact_陶器_3009,记录其长、宽、高、重等定量数据。_Artifact_陶器_3009_装饰手法,P32_used_specific_technique
Artifact_陶器_3010,E25_ManMadeFeature_Artifact_陶器_3010_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3011,E25_ManMadeFeature_Artifact_陶器_3011_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3012,E25_ManMadeFeature_Artifact_陶器_3012_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3013,E25_ManMadeFeature_Artifact_陶器_3013_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3014,E25_ManMadeFeature_Artifact_陶器_3014_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3015,E25_ManMadeFeature_Artifact_陶器_3015_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3016,E25_ManMadeFeature_Artifact_陶器_3016_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3016,E12_Production_Artifact_陶器_3016,P108_was_produced_by
E12_Production_Artifact_陶器_3016,记录其长、宽、高、重等定量数据。_Artifact_陶器_3016_装饰手法,P32_used_specific_technique
Artifact_陶器_3016,E36_VisualItem_Artifact_陶器_3016_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3016_纹饰类型,E55_Type_77dd5d3d2f,P2_has_type
Artifact_陶器_3017,E25_ManMadeFeature_Artifact_陶器_3017_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3017,E12_Production_Artifact_陶器_3017,P108_was_produced_by
E12_Production_Artifact_陶器_3017,记录其长、宽、高、重等定量数据。_Artifact_陶器_3017_装饰手法,P32_used_specific_technique
Artifact_陶器_3017,E36_VisualItem_Artifact_陶器_3017_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3017_纹饰类型,E55_Type_d9218ac0e6,P2_has_type
Artifact_陶器_3018,E25_ManMadeFeature_Artifact_陶器_3018_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3019,E25_ManMadeFeature_Artifact_陶器_3019_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3019,E36_VisualItem_Artifact_陶器_3019_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3019_纹饰类型,E55_Type_9a464b629b,P2_has_type
Artifact_陶器_3020,E25_ManMadeFeature_Artifact_陶器_3020_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3021,E25_ManMadeFeature_Artifact_陶器_3021_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3022,E25_ManMadeFeature_Artifact_陶器_3022_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3022,E12_Production_Artifact_陶器_3022,P108_was_produced_by
E12_Production_Artifact_陶器_3022,记录其长、宽、高、重等定量数据。_Artifact_陶器_3022_装饰手法,P32_used_specific_technique
Artifact_陶器_3022,E36_VisualItem_Artifact_陶器_3022_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3022_纹饰类型,E55_Type_7c0be9b7b5,P2_has_type
Artifact_陶器_3023,E25_ManMadeFeature_Artifact_陶器_3023_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3024,E25_ManMadeFeature_Artifact_陶器_3024_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3025,E25_ManMadeFeature_Artifact_陶器_3025_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3026,E25_ManMadeFeature_Artifact_陶器_3026_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3027,E25_ManMadeFeature_Artifact_陶器_3027_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3028,E25_ManMadeFeature_Artifact_陶器_3028_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3029,E25_ManMadeFeature_Artifact_陶器_3029_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3030,E25_ManMadeFeature_Artifact_陶器_3030_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3031,E25_ManMadeFeature_Artifact_陶器_3031_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3031,E12_Production_Artifact_陶器_3031,P108_was_produced_by
E12_Production_Artifact_陶器_3031,记录其长、宽、高、重等定量数据。_Artifact_陶器_3031_装饰手法,P32_used_specific_technique
Artifact_陶器_3031,E36_VisualItem_Artifact_陶器_3031_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3031_纹饰类型,E55_Type_0b1cc15d6c,P2_has_type
Artifact_陶器_3032,E25_ManMadeFeature_Artifact_陶器_3032_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3032,E12_Production_Artifact_陶器_3032,P108_was_produced_by
E12_Production_Artifact_陶器_3032,记录其长、宽、高、重等定量数据。_Artifact_陶器_3032_装饰手法,P32_used_specific_technique
Artifact_陶器_3032,E36_VisualItem_Artifact_陶器_3032_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3032_纹饰类型,E55_Type_0b1cc15d6c,P2_has_type
Artifact_陶器_3033,E25_ManMadeFeature_Artifact_陶器_3033_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3033,E12_Production_Artifact_陶器_3033,P108_was_produced_by
E12_Production_Artifact_陶器_3033,记录其长、宽、高、重等定量数据。_Artifact_陶器_3033_装饰手法,P32_used_specific_technique
Artifact_陶器_3033,E36_VisualItem_Artifact_陶器_3033_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3033_纹饰类型,E55_Type_5e3cf1b42d,P2_has_type
Artifact_陶器_3034,E25_ManMadeFeature_Artifact_陶器_3034_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3034,E12_Production_Artifact_陶器_3034,P108_was_produced_by
E12_Production_Artifact_陶器_3034,记录其长、宽、高、重等定量数据。_Artifact_陶器_3034_装饰手法,P32_used_specific_technique
Artifact_陶器_3034,E36_VisualItem_Artifact_陶器_3034_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3034_纹饰类型,E55_Type_5ec94279ad,P2_has_type
Artifact_陶器_3035,E25_ManMadeFeature_Artifact_陶器_3035_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3036,E25_ManMadeFeature_Artifact_陶器_3036_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3036,E12_Production_Artifact_陶器_3036,P108_was_produced_by
E12_Production_Artifact_陶器_3036,记录其长、宽、高、重等定量数据。_Artifact_陶器_3036_装饰手法,P32_used_specific_technique
Artifact_陶器_3036,E36_VisualItem_Artifact_陶器_3036_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3036_纹饰类型,E55_Type_8ad10e0845,P2_has_type
Artifact_陶器_3037,E25_ManMadeFeature_Artifact_陶器_3037_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3037,E12_Production_Artifact_陶器_3037,P108_was_produced_by
E12_Production_Artifact_陶器_3037,记录其长、宽、高、重等定量数据。_Artifact_陶器_3037_装饰手法,P32_used_specific_technique
Artifact_陶器_3037,E36_VisualItem_Artifact_陶器_3037_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3037_纹饰类型,E55_Type_3a223a6635,P2_has_type
Artifact_陶器_3038,E25_ManMadeFeature_Artifact_陶器_3038_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3038,E12_Production_Artifact_陶器_3038,P108_was_produced_by
E12_Production_Artifact_陶器_3038,记录其长、宽、高、重等定量数据。_Artifact_陶器_3038_装饰手法,P32_used_specific_technique
Artifact_陶器_3038,E36_VisualItem_Artifact_陶器_3038_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3038_纹饰类型,E55_Type_d1d03fe44b,P2_has_type
Artifact_陶器_3039,E25_ManMadeFeature_Artifact_陶器_3039_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3040,E25_ManMadeFeature_Artifact_陶器_3040_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3041,E25_ManMadeFeature_Artifact_陶器_3041_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3041,E12_Production_Artifact_陶器_3041,P108_was_produced_by
E12_Production_Artifact_陶器_3041,记录其长、宽、高、重等定量数据。_Artifact_陶器_3041_装饰手法,P32_used_specific_technique
Artifact_陶器_3041,E36_VisualItem_Artifact_陶器_3041_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3041_纹饰类型,E55_Type_780564fc13,P2_has_type
Artifact_陶器_3042,E25_ManMadeFeature_Artifact_陶器_3042_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3042,E12_Production_Artifact_陶器_3042,P108_was_produced_by
E12_Production_Artifact_陶器_3042,记录其长、宽、高、重等定量数据。_Artifact_陶器_3042_装饰手法,P32_used_specific_technique
Artifact_陶器_3043,E25_ManMadeFeature_Artifact_陶器_3043_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3043,E12_Production_Artifact_陶器_3043,P108_was_produced_by
E12_Production_Artifact_陶器_3043,记录其长、宽、高、重等定量数据。_Artifact_陶器_3043_装饰手法,P32_used_specific_technique
Artifact_陶器_3043,E36_VisualItem_Artifact_陶器_3043_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3043_纹饰类型,E55_Type_d1d03fe44b,P2_has_type
Artifact_陶器_3044,E25_ManMadeFeature_Artifact_陶器_3044_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3044,E12_Production_Artifact_陶器_3044,P108_was_produced_by
E12_Production_Artifact_陶器_3044,记录其长、宽、高、重等定量数据。_Artifact_陶器_3044_装饰手法,P32_used_specific_technique
Artifact_陶器_3044,E36_VisualItem_Artifact_陶器_3044_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3044_纹饰类型,E55_Type_0b1cc15d6c,P2_has_type
Artifact_陶器_3045,E25_ManMadeFeature_Artifact_陶器_3045_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3045,E12_Production_Artifact_陶器_3045,P108_was_produced_by
E12_Production_Artifact_陶器_3045,记录其长、宽、高、重等定量数据。_Artifact_陶器_3045_装饰手法,P32_used_specific_technique
Artifact_陶器_3045,E36_VisualItem_Artifact_陶器_3045_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3045_纹饰类型,E55_Type_3e68e6d379,P2_has_type
Artifact_陶器_3046,E25_ManMadeFeature_Artifact_陶器_3046_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3047,E25_ManMadeFeature_Artifact_陶器_3047_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3047,E12_Production_Artifact_陶器_3047,P108_was_produced_by
E12_Production_Artifact_陶器_3047,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3047,E36_VisualItem_Artifact_陶器_3047_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3047_纹饰类型,E55_Type_823e2d2e75,P2_has_type
Artifact_陶器_3048,E25_ManMadeFeature_Artifact_陶器_3048_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3048,E12_Production_Artifact_陶器_3048,P108_was_produced_by
E12_Production_Artifact_陶器_3048,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3048,E36_VisualItem_Artifact_陶器_3048_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3048_纹饰类型,E55_Type_b81d9182f5,P2_has_type
Artifact_陶器_3049,E25_ManMadeFeature_Artifact_陶器_3049_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3049,E12_Production_Artifact_陶器_3049,P108_was_produced_by
E12_Production_Artifact_陶器_3049,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3050,E25_ManMadeFeature_Artifact_陶器_3050_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3050,E12_Production_Artifact_陶器_3050,P108_was_produced_by
E12_Production_Artifact_陶器_3050,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3050,E36_VisualItem_Artifact_陶器_3050_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3050_纹饰类型,E55_Type_74ef616746,P2_has_type
Artifact_陶器_3051,E25_ManMadeFeature_Artifact_陶器_3051_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3051,E12_Production_Artifact_陶器_3051,P108_was_produced_by
E12_Production_Artifact_陶器_3051,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3051,E36_VisualItem_Artifact_陶器_3051_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3051_纹饰类型,E55_Type_78b93666f5,P2_has_type
Artifact_陶器_3052,E25_ManMadeFeature_Artifact_陶器_3052_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3052,E12_Production_Artifact_陶器_3052,P108_was_produced_by
E12_Production_Artifact_陶器_3052,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3053,E25_ManMadeFeature_Artifact_陶器_3053_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3053,E12_Production_Artifact_陶器_3053,P108_was_produced_by
E12_Production_Artifact_陶器_3053,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3054,E25_ManMadeFeature_Artifact_陶器_3054_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3054,E12_Production_Artifact_陶器_3054,P108_was_produced_by
E12_Production_Artifact_陶器_3054,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3055,E25_ManMadeFeature_Artifact_陶器_3055_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3055,E12_Production_Artifact_陶器_3055,P108_was_produced_by
E12_Production_Artifact_陶器_3055,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3056,E25_ManMadeFeature_Artifact_陶器_3056_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3056,E12_Production_Artifact_陶器_3056,P108_was_produced_by
E12_Production_Artifact_陶器_3056,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3056,E36_VisualItem_Artifact_陶器_3056_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3056_纹饰类型,E55_Type_3745aca455,P2_has_type
Artifact_陶器_3057,E25_ManMadeFeature_Artifact_陶器_3057_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3057,E12_Production_Artifact_陶器_3057,P108_was_produced_by
E12_Production_Artifact_陶器_3057,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3058,E25_ManMadeFeature_Artifact_陶器_3058_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3058,E12_Production_Artifact_陶器_3058,P108_was_produced_by
E12_Production_Artifact_陶器_3058,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3059,E25_ManMadeFeature_Artifact_陶器_3059_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3059,E12_Production_Artifact_陶器_3059,P108_was_produced_by
E12_Production_Artifact_陶器_3059,E55_Type_04119f8b3f,P32_used_general_technique
Artifact_陶器_3059,E36_VisualItem_Artifact_陶器_3059_纹饰类型,P65_shows_visual_item
E36_VisualItem_Artifact_陶器_3059_纹饰类型,E55_Type_823e2d2e75,P2_has_type
Artifact_陶器_3060,E25_ManMadeFeature_Artifact_陶器_3060_原始出土地点,P53_has_former_or_current_location
Artifact_陶器_3060,E12_Production_Artifact_陶器_3060,P108_was_produced_by
