id:ID,:LABEL,name
E55_Type_4d60b320a7,E55_Type,表皮浆抹
E55_Type_593063fa91,E55_Type,圆形和近方形镂孔
E55_Type_91a047f5b9,E55_Type,与鼎配套使用
E55_Type_afbb32966b,E55_Type,鱼鳍足鼎、豆、罐
E55_Type_7516715a5c,E55_Type,凹弧折
E55_Type_2db0fcd534,E55_Type,圆形
E55_Type_9a464b629b,E55_Type,镂孔
E55_Type_a92611b822,E55_Type,鼎甑组合
E55_Type_a3ea6b1f01,E55_Type,凹弧三角形刻纹
E55_Type_5d1354fc94,E55_Type,弧边三角形和小镂孔组合纹
E55_Type_f78cb76b7d,E55_Type,曲折刻纹
E55_Type_3ba82a60f2,E55_Type,鱼鳍足两侧和腹部
E55_Type_e22e810837,E55_Type,三角形与月牙形组合刻纹
E55_Type_dfb09b4b1d,E55_Type,三角形或弧边三角形与月牙形刻划组合纹
E55_Type_82d7318eef,E55_Type,小圆形纹
E55_Type_bff98e5444,E55_Type,弧边三角形和圆形组合刻划纹
E55_Type_c35b49c893,E55_Type,组合锥刺纹
E55_Type_c14bf82502,E55_Type,弧边三角形与圆形镂孔组合纹
E55_Type_045240afa9,E55_Type,三角形与圆点组合纹
E55_Type_bd680c7948,E55_Type,弦纹，间隔三组波浪纹，肩腹部有三组凸弦纹
E55_Type_8c93b8c813,E55_Type,凸棱，竖向桥形鑾手
E55_Type_91751d6e4b,E55_Type,凹弧
E55_Type_6f42d8d4a9,E55_Type,刻划符号
E55_Type_1c65ca4c0d,E55_Type,鸟首、羽翅及卷曲的蛇身组成的抽象图案
E55_Type_050ca6f3b2,E55_Type,鸟首纹和多道凹凸弦纹
E55_Type_743fdc73c9,E55_Type,鸟首纹和五周凹凸弦纹
E55_Type_e7d04ad2d8,E55_Type,肩部四周凹凸弦纹
E55_Type_9865cf9ef0,E55_Type,肩部有一周凸棱
E55_Type_b49d7d3068,E55_Type,水波状刻纹，上下两组间饰多个小镂孔
E55_Type_fdb0edddfc,E55_Type,腹部饰四周凹凸弦纹
E55_Type_012db1c919,E55_Type,口沿外壁及中腹各饰二至三道凹弦纹
E55_Type_a4a97976d4,E55_Type,腹部有二道凸棱
E55_Type_6e7be13767,E55_Type,折腹处有一周凸棱
E55_Type_c971deb54e,E55_Type,折腹处有一周凹弦纹
E55_Type_3ca49c91b5,E55_Type,腹部上下饰七道弧凸棱纹，把手上端饰小镂孔三个，两侧各有竖向凹弦纹二道
E55_Type_49d7688356,E55_Type,中腹饰三周凹弦纹，器内壁可见多道轮制旋纹
E55_Type_f33ae524cc,E55_Type,中腹饰四周凹弦纹及一圈梅花状戳刻组合纹
E55_Type_2c21fdd12d,E55_Type,下腹部饰八周细刻弦纹
E55_Type_1330b03921,E55_Type,AⅢ式鼎、BⅢ式鼎，AⅢ式豆，BⅡ、BⅢ、BⅣ式豆，Ⅱ、Ⅲ、Ⅳ式罐
E55_Type_f295b5655f,E55_Type,尊、贯耳壶、圈足罐、弦纹壶、豆、双鼻壶、圈足盘、实足盂、鼎、盆、瓮、宽把杯、瓢
E55_Type_8e3400a629,E55_Type,AI、AⅡ式鼎，BI、BⅡ式鼎，AI、AⅡ式豆，BI式豆，AI、AⅡ式罐（夹砂罐）
E55_Type_37dce2b7c9,E55_Type,直线间或雨点状纹
E55_Type_96565798c3,E55_Type,直线
E55_Type_dbf2c7a03c,E55_Type,短直线
E55_Type_65488aa11a,E55_Type,枝权样刻划
E55_Type_378ab94d7a,E55_Type,凸棱和小圆孔
E55_Type_b01b677d40,E55_Type,锯齿样
E55_Type_cc158ccb5f,E55_Type,重圈纹样
E55_Type_7c0be9b7b5,E55_Type,花瓣样
E55_Type_afe4d8ad8e,E55_Type,凹弦纹、凸弦纹
E55_Type_4f881959a4,E55_Type,浆抹
E55_Type_87bc735dd2,E55_Type,凹弦纹，椭圆形镂孔
E55_Type_86a292f4f6,E55_Type,圆镂空
E55_Type_fbaea0b57a,E55_Type,黑色圈状线
E55_Type_3ab0aca771,E55_Type,索状线
E55_Type_1b750af20f,E55_Type,竖向抹划
E55_Type_f6ee43ddc8,E55_Type,小圆戳孔
E55_Type_b1e7fc4de2,E55_Type,纹饰
E55_Type_948b29c577,E55_Type,圆形样和小尖喙纹饰
E55_Type_050f6057bf,E55_Type,突弦纹
E55_Type_9dcef4e2d9,E55_Type,点状纹和凹弦纹
E55_Type_8a10ce2069,E55_Type,未打磨
E55_Type_5344879098,E55_Type,抹泥条加固
E55_Type_eb96724209,E55_Type,内侧套接
E55_Type_fa9dde92c3,E55_Type,打磨精细
E55_Type_a4db950a72,E55_Type,图案不明
E55_Type_cef00f1ec0,E55_Type,打磨光亮
E55_Type_6233c5c64e,E55_Type,较高
E55_Type_633b9bae5c,E55_Type,绞索状纹
E55_Type_846672bf7d,E55_Type,已字样符号
E55_Type_eafbece101,E55_Type,粘贴
E55_Type_4dc3d0a74e,E55_Type,五角星形、倒“工”字形
E55_Type_26d906b47c,E55_Type,突起的弦纹
E55_Type_61e49039d6,E55_Type,长方形小镂空和弦纹组合
E55_Type_94ef3b5a5e,E55_Type,圆形镂空和半圆形按捺
E55_Type_1618f8f05a,E55_Type,鸟蛇样纹饰
E55_Type_9e3c0847db,E55_Type,月牙形未穿孔
E55_Type_f83fd82ace,E55_Type,刮抹
E55_Type_327c052934,E55_Type,斜向条纹
E55_Type_61a08755b6,E55_Type,捏制
E55_Type_91d5635ee1,E55_Type,鼎罐
E55_Type_2002fdcc15,E55_Type,泥质红陶罐
E55_Type_77136e9637,E55_Type,杯壶类
E55_Type_3439463f3c,E55_Type,快轮
E55_Type_f1757d7446,E55_Type,线割
E55_Type_3be897b083,E55_Type,带把杯
E55_Type_89bb1cc09c,E55_Type,直线纹
E55_Type_d24048a866,E55_Type,抹划、片划
E55_Type_9079472ba3,E55_Type,雨点纹
E55_Type_330906dac8,E55_Type,弦纹、斜向条纹
E55_Type_8e644f090d,E55_Type,图案
E55_Type_f1e40199f8,E55_Type,叶脉样纹饰
E55_Type_353e490b3e,E55_Type,波折状线
E55_Type_89a01f8e34,E55_Type,小孔
E55_Type_b14f9bfe08,E55_Type,交叉形线条
E55_Type_86de7f1253,E55_Type,短续的短直线
E55_Type_0ce2a1ba9d,E55_Type,网格状纹
E55_Type_5fdb748d7b,E55_Type,波浪状线条、小圆孔、弧边三角状纹饰
E55_Type_66399d478a,E55_Type,小圆孔和略弧线的组合纹饰
