id:ID,:LABEL,name
E57_Material_Artifact_陶器_1746_掺杂物,E57_Material,蚌
E57_Material_Artifact_陶器_2018_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2026_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2027_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2028_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2029_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2030_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2083_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2086_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2087_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2092_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2097_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2137_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2152_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2167_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2183_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2190_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2237_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_2240_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_2242_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_2249_掺杂物,E57_Material,夹细砂
E57_Material_Artifact_陶器_2326_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2329_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2330_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2331_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2332_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2333_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2335_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2336_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2337_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2338_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2339_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2340_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2341_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2342_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2343_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2350_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2351_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2361_掺杂物,E57_Material,云母
E57_Material_Artifact_陶器_2375_掺杂物,E57_Material,碳
E57_Material_Artifact_陶器_2413_掺杂物,E57_Material,云母
E57_Material_Artifact_陶器_2419_掺杂物,E57_Material,云母
E57_Material_Artifact_陶器_2485_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2567_掺杂物,E57_Material,粗砂
E57_Material_Artifact_陶器_2604_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2605_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2607_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_2664_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2751_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2752_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2753_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2754_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2755_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2756_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2757_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_2783_掺杂物,E57_Material,细砂
