id,name,category,height,
obj_e75c6287,H3①:14,Pottery,,E22_Man_Made_Object
obj_dad47288,H3①:328,Pottery,,E22_Man_Made_Object
obj_22fcc929,H3③:279,Pottery,,E22_Man_Made_Object
obj_be3055e1,H3①:333,Pottery,,E22_Man_Made_Object
obj_42120953,H3①:221,Pottery,,E22_Man_Made_Object
obj_99f89423,H3①:108,Pottery,,E22_Man_Made_Object
obj_79b38df2,H3①:26,Pottery,6.0,E22_Man_Made_Object
obj_568486b8,H3①:25,Pottery,,E22_Man_Made_Object
obj_f4f4cad4,H3①:15,Pottery,,E22_Man_Made_Object
obj_4f303456,H3①:17,Pottery,,E22_Man_Made_Object
obj_30f683aa,H3①:19,Pottery,,E22_Man_Made_Object
obj_e071abb0,H3①:23,Pottery,,E22_Man_Made_Object
obj_9b94dd49,H3①:45,Pottery,,E22_Man_Made_Object
obj_d13e10fa,H3③:261,Pottery,,E22_Man_Made_Object
obj_40184285,H3③:271,Pottery,,E22_Man_Made_Object
obj_ebb9dff8,H3①:22,Pottery,,E22_Man_Made_Object
obj_0a6a8170,H3①:31,Pottery,,E22_Man_Made_Object
obj_8da5367b,H3③:266,Pottery,,E22_Man_Made_Object
obj_8da26cc9,H3①:323,Pottery,,E22_Man_Made_Object
obj_23f51612,H3①:36,Pottery,,E22_Man_Made_Object
obj_40530bd9,H3①:53,Pottery,,E22_Man_Made_Object
obj_b2a91b68,H3②:234,Pottery,,E22_Man_Made_Object
obj_f95191a7,H3①:112,Pottery,,E22_Man_Made_Object
obj_d35edf70,H3①:410,Pottery,,E22_Man_Made_Object
obj_6ea86286,H3①:407,Pottery,,E22_Man_Made_Object
obj_f9a3c569,H3①:46,Pottery,,E22_Man_Made_Object
obj_a7aee77f,H3①:47,Pottery,,E22_Man_Made_Object
obj_aebe5b38,H3①:408,Pottery,,E22_Man_Made_Object
obj_2adf63a7,H3②:181,Pottery,,E22_Man_Made_Object
obj_fe2b54ed,H3③:265,Pottery,,E22_Man_Made_Object
obj_d74c5e7f,H3①:4,Pottery,,E22_Man_Made_Object
obj_719b13fa,H3①:409,Pottery,,E22_Man_Made_Object
obj_a4ee8681,H3①:6,Pottery,,E22_Man_Made_Object
obj_a8544ae0,H3①:5,Pottery,,E22_Man_Made_Object
obj_93e9f458,H3①:60,Pottery,,E22_Man_Made_Object
obj_f31b8ee0,H3①:405,Pottery,,E22_Man_Made_Object
obj_ae204668,H3①:132,Pottery,,E22_Man_Made_Object
obj_244397ad,H3①:121,Pottery,,E22_Man_Made_Object
obj_eba70d74,H3①:562,Pottery,,E22_Man_Made_Object
obj_1b939472,H3①:399,Pottery,8.2,E22_Man_Made_Object
obj_8fab42d5,H3①:11,Pottery,,E22_Man_Made_Object
obj_9211439b,H3③:252,Pottery,,E22_Man_Made_Object
obj_5e8536ea,H3①:549,Pottery,,E22_Man_Made_Object
obj_4065456b,H3②:194,Pottery,,E22_Man_Made_Object
obj_76552b12,H3①:551,Pottery,,E22_Man_Made_Object
obj_cc86d7ed,H3①:118,Pottery,,E22_Man_Made_Object
obj_008e9c50,H3①:568,Pottery,,E22_Man_Made_Object
obj_4af453d0,H3①:356,Pottery,7.2,E22_Man_Made_Object
obj_24ffa415,H3①:417,Pottery,,E22_Man_Made_Object
obj_bd05d862,H3②:582,Pottery,,E22_Man_Made_Object
obj_95754ec4,H3①:166,Pottery,,E22_Man_Made_Object
obj_253c2270,H3①:157,Pottery,,E22_Man_Made_Object
obj_a6eef354,H3①:158,Pottery,,E22_Man_Made_Object
obj_e3d03645,H3①:491,Pottery,,E22_Man_Made_Object
obj_2b9012e9,H3①:308,Pottery,,E22_Man_Made_Object
obj_4afc76a9,H3①:148,Pottery,,E22_Man_Made_Object
obj_d7adedf0,H3①:141,Pottery,,E22_Man_Made_Object
obj_a7cea377,H3①:411,Pottery,,E22_Man_Made_Object
obj_db2e8acb,H3①:563,Pottery,,E22_Man_Made_Object
obj_24790190,H3①:98,Pottery,,E22_Man_Made_Object
obj_89fad90a,H3①:400,Pottery,,E22_Man_Made_Object
obj_80236c38,H3①:397,Pottery,,E22_Man_Made_Object
obj_7e029609,H3①:340,Pottery,,E22_Man_Made_Object
obj_abd46823,H3①:52,Pottery,,E22_Man_Made_Object
obj_ecf018b6,H3①:550,Pottery,,E22_Man_Made_Object
obj_3a0df265,H3①:91,Pottery,,E22_Man_Made_Object
obj_bbd36828,H3②:196,Pottery,,E22_Man_Made_Object
obj_d946c13c,H3①:8,Pottery,,E22_Man_Made_Object
obj_6cae1d6b,H3①:139,Pottery,,E22_Man_Made_Object
obj_91377f25,H3①:362,Pottery,,E22_Man_Made_Object
obj_9c2eb45d,H3①:355,Pottery,,E22_Man_Made_Object
obj_337d3afd,H3①:3,Pottery,5.6,E22_Man_Made_Object
obj_f00f69fd,H3①:445,Pottery,,E22_Man_Made_Object
obj_5a7c3175,H3①:359,Pottery,,E22_Man_Made_Object
obj_01fa9787,H3①:111,Pottery,,E22_Man_Made_Object
obj_05b05b07,H3①:381,Pottery,9.6,E22_Man_Made_Object
obj_7c92ec88,H3①:348,Pottery,,E22_Man_Made_Object
obj_003cdfb6,H3①:374,Pottery,,E22_Man_Made_Object
obj_052e9049,H3②:192,Pottery,,E22_Man_Made_Object
obj_70f027a6,H3①:343,Pottery,,E22_Man_Made_Object
obj_f90b40af,H3①:375,Pottery,,E22_Man_Made_Object
obj_090f5f5e,H3①:448,Pottery,,E22_Man_Made_Object
obj_7210aae8,H3①:114,Pottery,,E22_Man_Made_Object
obj_26b2e6eb,H3①:420,Pottery,,E22_Man_Made_Object
obj_9cf6f124,H3①:421,Pottery,,E22_Man_Made_Object
obj_0f684b07,H3①:122,Pottery,,E22_Man_Made_Object
obj_9599db60,H3①:341,Pottery,10.6,E22_Man_Made_Object
obj_735b27f7,H3①:131,Pottery,,E22_Man_Made_Object
obj_42caf5cc,H3②:198,Pottery,,E22_Man_Made_Object
obj_e76b74cf,H3①:130,Pottery,,E22_Man_Made_Object
obj_828d7149,H3①:352,Pottery,,E22_Man_Made_Object
obj_847883d5,H3①:349,Pottery,9.8,E22_Man_Made_Object
obj_52fe280f,H3①:373,Pottery,,E22_Man_Made_Object
obj_984e4b8b,H3①:497,Pottery,,E22_Man_Made_Object
obj_07d6f203,H3①:314,Pottery,,E22_Man_Made_Object
obj_8acd9506,H3①:573,Pottery,,E22_Man_Made_Object
obj_7384308f,H3③:246,Pottery,,E22_Man_Made_Object
obj_7a5650b5,H3①:125,Pottery,,E22_Man_Made_Object
obj_298b1783,H3②:370,Pottery,,E22_Man_Made_Object
obj_d75a09e6,H3①:376,Pottery,,E22_Man_Made_Object
obj_630a1f4f,H3①:286,Pottery,,E22_Man_Made_Object
obj_3745d48a,H3①:128,Pottery,,E22_Man_Made_Object
obj_1c0c28ce,H3③:250,Pottery,,E22_Man_Made_Object
obj_13ff8804,H3①:368,Pottery,,E22_Man_Made_Object
obj_98b3b64f,H3①:371,Pottery,,E22_Man_Made_Object
obj_b4c6c401,H3①:316,Pottery,,E22_Man_Made_Object
obj_9da4a3c4,H3①:366,Pottery,,E22_Man_Made_Object
obj_5c88d5c7,H3①:210,Pottery,,E22_Man_Made_Object
obj_605a1126,H3①:379,Pottery,,E22_Man_Made_Object
obj_d2365f91,H3①:133,Pottery,,E22_Man_Made_Object
obj_0fc34fd3,H3①:155,Pottery,,E22_Man_Made_Object
obj_b094bf98,H3①:162,Pottery,,E22_Man_Made_Object
obj_6c08a29d,H3①:487,Pottery,,E22_Man_Made_Object
obj_2bc9a1bc,H3①:422,Pottery,,E22_Man_Made_Object
obj_348d4ce6,H3①:423,Pottery,,E22_Man_Made_Object
obj_9fdad7fc,H3①:432,Pottery,,E22_Man_Made_Object
obj_b388135c,H3①:167,Pottery,,E22_Man_Made_Object
obj_788ca22d,H3①:380,Pottery,,E22_Man_Made_Object
obj_0f99da4d,H3①:138,Pottery,,E22_Man_Made_Object
obj_54f9761d,H3①:542,Pottery,,E22_Man_Made_Object
obj_9244b8ac,H3①:363,Pottery,,E22_Man_Made_Object
obj_06e3ccf8,H3①:68,Pottery,,E22_Man_Made_Object
obj_bebfb514,H3③:248,Pottery,,E22_Man_Made_Object
obj_2b8298b4,H3①:385,Pottery,,E22_Man_Made_Object
obj_c22ab5f7,H3①:502,Pottery,,E22_Man_Made_Object
obj_f010d396,H3②:243,Pottery,,E22_Man_Made_Object
obj_31b7991a,H3②:197,Pottery,,E22_Man_Made_Object
obj_e8f94d73,H3①:438,Pottery,,E22_Man_Made_Object
obj_44a58d87,H3①:425,Pottery,,E22_Man_Made_Object
obj_f701913b,H3①:426,Pottery,,E22_Man_Made_Object
obj_293c4842,H3①:427,Pottery,,E22_Man_Made_Object
obj_ec1add2e,H3①:428,Pottery,,E22_Man_Made_Object
obj_f58bf7f3,H3①:437,Pottery,,E22_Man_Made_Object
obj_b3b88d04,H3①:419,Pottery,,E22_Man_Made_Object
obj_ba9a9d85,H3①:486,Pottery,12.2,E22_Man_Made_Object
obj_479eb879,H3①:353,Pottery,,E22_Man_Made_Object
obj_418ed32b,H3①:163,Pottery,,E22_Man_Made_Object
obj_6f6f48aa,H3①:360,Pottery,,E22_Man_Made_Object
obj_5f3a1714,H3①:350,Pottery,,E22_Man_Made_Object
obj_60fcfaf7,H3①:553,Pottery,,E22_Man_Made_Object
obj_05281274,H3①:444,Pottery,,E22_Man_Made_Object
obj_1365bae6,H3①:436,Pottery,,E22_Man_Made_Object
obj_b70573ba,H3①:569,Pottery,,E22_Man_Made_Object
obj_262bd18a,H3①:430,Pottery,,E22_Man_Made_Object
obj_2dacf0bc,H3①:439,Pottery,,E22_Man_Made_Object
obj_82bbff50,H3①:429,Pottery,,E22_Man_Made_Object
obj_f42e8732,H3①:357,Pottery,,E22_Man_Made_Object
obj_eb311d41,H3①:442,Pottery,,E22_Man_Made_Object
obj_41cc0a3a,H3①:156,Pottery,,E22_Man_Made_Object
obj_724f33ac,H3①:416,Pottery,,E22_Man_Made_Object
obj_032c407e,H3①:418,Pottery,,E22_Man_Made_Object
obj_a65c5585,H3①:424,Pottery,,E22_Man_Made_Object
obj_38430b58,H3①:415,Pottery,,E22_Man_Made_Object
obj_c9c67ab7,H3①:431,Pottery,,E22_Man_Made_Object
obj_fbe001d6,H3①:434,Pottery,,E22_Man_Made_Object
obj_ef67b557,H3①:544,Pottery,,E22_Man_Made_Object
obj_749b4af7,H3①:159,Pottery,,E22_Man_Made_Object
obj_b8650f72,H3①:440,Pottery,,E22_Man_Made_Object
obj_5a673965,H3①:151,Pottery,,E22_Man_Made_Object
obj_9897f3dc,H3①:310,Pottery,,E22_Man_Made_Object
obj_d3095299,H3①:332,Pottery,,E22_Man_Made_Object
obj_4ee8609e,H3①:12,Pottery,,E22_Man_Made_Object
obj_cfa006b7,H3①:579,Pottery,,E22_Man_Made_Object
obj_aaf361a1,H3①:339,Pottery,,E22_Man_Made_Object
obj_4baa3c2e,H3①:297,Pottery,,E22_Man_Made_Object
obj_b0f61830,H3①:530,Pottery,,E22_Man_Made_Object
obj_20e8a470,H3②:240,Pottery,,E22_Man_Made_Object
obj_0b82554d,H3①:307,Pottery,,E22_Man_Made_Object
obj_f208922d,H3①:82,Pottery,,E22_Man_Made_Object
obj_e8e27fdf,H3①:62,Pottery,,E22_Man_Made_Object
obj_a0fd01dc,H3③:282,Pottery,,E22_Man_Made_Object
obj_7c9eae6f,H3①:99,Pottery,,E22_Man_Made_Object
obj_9d12fa45,H3①:95,Pottery,,E22_Man_Made_Object
obj_21e10920,H3①:364,Pottery,,E22_Man_Made_Object
obj_0898a498,H3②:200,Pottery,,E22_Man_Made_Object
obj_2a29a6d2,H3①:70,Pottery,,E22_Man_Made_Object
obj_65f06298,H3①:291,Pottery,,E22_Man_Made_Object
obj_469fd7ee,H16:11,Pottery,,E22_Man_Made_Object
obj_5cb8af02,H16:4,Pottery,4.4,E22_Man_Made_Object
obj_d2148369,H16:15,Pottery,,E22_Man_Made_Object
obj_50a6cf30,H16:9,Pottery,,E22_Man_Made_Object
obj_a4d7174d,H16:7,Pottery,,E22_Man_Made_Object
obj_e540e21c,H16:10,Pottery,,E22_Man_Made_Object
obj_99b7ba7e,H16:5,Pottery,,E22_Man_Made_Object
obj_3455d428,H16:2,Pottery,11.9,E22_Man_Made_Object
obj_20ad340b,H16:17,Pottery,,E22_Man_Made_Object
obj_ebff29fb,H16:1,Pottery,34.0,E22_Man_Made_Object
obj_f18a14a9,H16:3,Pottery,,E22_Man_Made_Object
obj_27e36409,H16:13,Pottery,,E22_Man_Made_Object
obj_171b254c,H16:21,Pottery,,E22_Man_Made_Object
obj_418577c9,H16:8,Pottery,,E22_Man_Made_Object
obj_77dead89,H16:27,Pottery,,E22_Man_Made_Object
obj_2b4628bc,H4：5,Pottery,,E22_Man_Made_Object
obj_b525ed43,H4:5,Pottery,,E22_Man_Made_Object
obj_5a076c76,H4:2,Pottery,,E22_Man_Made_Object
obj_d9744cd5,H4:3,Pottery,,E22_Man_Made_Object
obj_a3ff7825,H4:4,Pottery,,E22_Man_Made_Object
obj_da371609,H4:1,Pottery,7.4,E22_Man_Made_Object
obj_8cac9418,H8:25,Pottery,,E22_Man_Made_Object
obj_6ed1ddbb,H8:7,Pottery,,E22_Man_Made_Object
obj_f57a14c9,H8:31,Pottery,,E22_Man_Made_Object
obj_5b121d03,H8:69,Pottery,,E22_Man_Made_Object
obj_263069e4,H8:19,Pottery,,E22_Man_Made_Object
obj_6a046345,H8:35,Pottery,,E22_Man_Made_Object
obj_fa3e7cfa,H8:13,Pottery,,E22_Man_Made_Object
obj_899aeedb,H8:42,Pottery,,E22_Man_Made_Object
obj_595aced2,H8:9,Pottery,,E22_Man_Made_Object
obj_3c6ab973,H8:5,Pottery,,E22_Man_Made_Object
obj_66607fcf,H8:6,Pottery,,E22_Man_Made_Object
obj_3867e10d,H8:3,Pottery,,E22_Man_Made_Object
obj_690d95da,J1②:20,Pottery,,E22_Man_Made_Object
obj_2068ea50,J1②:30,Pottery,,E22_Man_Made_Object
obj_598225b8,J1②:29,Pottery,,E22_Man_Made_Object
obj_85d845b4,J1②:40,Pottery,,E22_Man_Made_Object
obj_c33af236,J1②:44,Pottery,,E22_Man_Made_Object
obj_884720e7,J1②:22,Pottery,,E22_Man_Made_Object
obj_e0aa2ff5,J1②:23,Pottery,,E22_Man_Made_Object
obj_a8cc817f,J1②:35,Pottery,,E22_Man_Made_Object
obj_0c5b859c,J1②:34,Pottery,,E22_Man_Made_Object
obj_f6d553be,J1②:36,Pottery,,E22_Man_Made_Object
obj_0577e771,J1②:33,Pottery,,E22_Man_Made_Object
obj_1767dda9,J1②:19,Pottery,,E22_Man_Made_Object
obj_2e352452,J1②:31,Pottery,,E22_Man_Made_Object
obj_990d0b8d,J1②:38,Pottery,,E22_Man_Made_Object
obj_d3fa63e8,J1②：36,Pottery,,E22_Man_Made_Object
obj_8213d55b,J1②：19,Pottery,,E22_Man_Made_Object
obj_e013db44,J1②：31,Pottery,,E22_Man_Made_Object
obj_ff887174,J1②：26,Pottery,,E22_Man_Made_Object
obj_f5783892,J1②：54,Pottery,,E22_Man_Made_Object
obj_e49900ed,J1②：52,Pottery,,E22_Man_Made_Object
obj_e543d24d,J1②：24,Pottery,,E22_Man_Made_Object
obj_eebc49c6,J1②:32,Pottery,,E22_Man_Made_Object
obj_4dd45937,J1①：37,Pottery,,E22_Man_Made_Object
obj_ce2bc326,J1①：12,Pottery,,E22_Man_Made_Object
obj_13be545b,J1①：13,Pottery,,E22_Man_Made_Object
obj_2c0fd94b,J1①:5,Pottery,,E22_Man_Made_Object
obj_68839ef9,J1①：7,Pottery,,E22_Man_Made_Object
obj_ce57290e,J1①：4,Pottery,,E22_Man_Made_Object
obj_18f82d3c,J1①：9,Pottery,,E22_Man_Made_Object
obj_9de09c31,J1①:8,Pottery,,E22_Man_Made_Object
obj_d99335d5,J1①：2,Pottery,19.0,E22_Man_Made_Object
obj_aeb878ca,J1①:10,Pottery,,E22_Man_Made_Object
obj_e3f4564a,J1①:11,Pottery,16.0,E22_Man_Made_Object
obj_986cd205,J1①:14,Pottery,,E22_Man_Made_Object
obj_5f97a188,J1①:15,Pottery,,E22_Man_Made_Object
obj_a76670ae,J1①：6,Pottery,,E22_Man_Made_Object
obj_93b56410,J1①:1,Pottery,6.0,E22_Man_Made_Object
obj_7acb4a42,J1①:6,Pottery,,E22_Man_Made_Object
obj_e2a08b0a,G1:45,Pottery,,E22_Man_Made_Object
obj_757239b3,G1:20,Pottery,7.0,E22_Man_Made_Object
obj_38b0cffb,G1:112,Pottery,,E22_Man_Made_Object
obj_5ae4474b,G1:63,Pottery,,E22_Man_Made_Object
obj_9d3027f0,G1:91,Pottery,,E22_Man_Made_Object
obj_fb493e9f,G1:68,Pottery,5.8,E22_Man_Made_Object
obj_66d8ba5b,G1:19,Pottery,14.6,E22_Man_Made_Object
obj_a7794ebf,G1:22,Pottery,5.8,E22_Man_Made_Object
obj_ed675915,G1:113,Pottery,,E22_Man_Made_Object
obj_8957a5a1,G1:103,Pottery,,E22_Man_Made_Object
obj_39eb2f52,G1:35,Pottery,5.6,E22_Man_Made_Object
obj_9977c063,G1:124,Pottery,,E22_Man_Made_Object
obj_2ae94316,G1:33,Pottery,,E22_Man_Made_Object
obj_5029747f,G1:30,Pottery,,E22_Man_Made_Object
obj_e52a399e,G1:23,Pottery,5.4,E22_Man_Made_Object
obj_bb632556,G1:17,Pottery,1.7,E22_Man_Made_Object
obj_c7183a1b,G1:87,Pottery,,E22_Man_Made_Object
obj_83285138,G1:92,Pottery,,E22_Man_Made_Object
obj_af17f3ed,G1:65,Pottery,,E22_Man_Made_Object
obj_f20ea29e,G1:89,Pottery,,E22_Man_Made_Object
obj_71d9e2f0,G1:12,Pottery,18.4,E22_Man_Made_Object
obj_0c56e823,G1:13,Pottery,8.9,E22_Man_Made_Object
obj_12e96033,G1:125,Pottery,,E22_Man_Made_Object
obj_ad001c9a,G1:16,Pottery,,E22_Man_Made_Object
obj_79c4d944,G1:96,Pottery,,E22_Man_Made_Object
obj_25e19794,G1:66,Pottery,,E22_Man_Made_Object
obj_ef03ee13,G1:51,Pottery,,E22_Man_Made_Object
obj_09f92e68,G1:47,Pottery,,E22_Man_Made_Object
obj_2c850e66,G1:44,Pottery,,E22_Man_Made_Object
obj_7e4f0e9f,G1:9,Pottery,,E22_Man_Made_Object
obj_e6ca5cb5,G1:11,Pottery,,E22_Man_Made_Object
obj_18536f89,G1:114,Pottery,,E22_Man_Made_Object
obj_1e898ac7,G1:2,Pottery,,E22_Man_Made_Object
obj_e93853f4,H7:1,Pottery,,E22_Man_Made_Object
obj_348078bc,H7:3,Pottery,,E22_Man_Made_Object
obj_f2903ce4,H7:6,Pottery,,E22_Man_Made_Object
obj_8e954a86,T0506③:98,Pottery,,E22_Man_Made_Object
obj_04c2ae5a,T0506③:109,Pottery,,E22_Man_Made_Object
obj_ae3b0cd6,T0406③:23,Pottery,,E22_Man_Made_Object
obj_008c39c9,T0607④:55,Pottery,,E22_Man_Made_Object
obj_cf6fa1c7,T0607④:53,Pottery,,E22_Man_Made_Object
obj_10ab50dd,T0607②:12,Pottery,,E22_Man_Made_Object
obj_57d14c98,T0607④:57,Pottery,,E22_Man_Made_Object
obj_ba0fd28c,T0506③:106,Pottery,,E22_Man_Made_Object
obj_afdf7c3b,T0506③:107,Pottery,,E22_Man_Made_Object
obj_b7d501c0,T0607②:35,Pottery,,E22_Man_Made_Object
obj_5fe47534,T0607④:52,Pottery,,E22_Man_Made_Object
obj_c4646ce9,M8:6,Pottery,4.9,E22_Man_Made_Object
obj_e279efb0,M8:9,Pottery,,E22_Man_Made_Object
obj_2d5ab73e,M7:8,Pottery,13.7,E22_Man_Made_Object
obj_d48238c6,M7:11,Pottery,,E22_Man_Made_Object
obj_c3cd15e4,M7:13,Pottery,2.6,E22_Man_Made_Object
obj_41c32f3d,M17:4,Pottery,12.7,E22_Man_Made_Object
obj_be11a69b,M17:5,Pottery,,E22_Man_Made_Object
obj_9d7592a9,M17:3,Pottery,,E22_Man_Made_Object
obj_e397cd3d,M17:2,Pottery,,E22_Man_Made_Object
obj_b31b62aa,7:5,Pottery,,E22_Man_Made_Object
obj_be1a91b5,M22:8,Pottery,,E22_Man_Made_Object
obj_501b0953,M15:3,Pottery,9.2,E22_Man_Made_Object
obj_873d8f4c,M15:2,Pottery,10.9,E22_Man_Made_Object
obj_da22d2d0,M11:5,Pottery,,E22_Man_Made_Object
obj_f1d5e395,M11:6,Pottery,,E22_Man_Made_Object
obj_3343dd02,M1:5,Pottery,,E22_Man_Made_Object
obj_385a06dc,M1:6,Pottery,,E22_Man_Made_Object
obj_594b00ed,M1:7,Pottery,,E22_Man_Made_Object
obj_3a45edc9,M3:8,Pottery,13.4,E22_Man_Made_Object
obj_41576da8,M3:12,Pottery,12.3,E22_Man_Made_Object
obj_bf71d7a2,M3:11,Pottery,9.0,E22_Man_Made_Object
obj_be3979cc,M3:6,Pottery,4.0,E22_Man_Made_Object
obj_47200988,M21:4,Pottery,6.5,E22_Man_Made_Object
obj_632c801c,M25:4,Pottery,,E22_Man_Made_Object
obj_2ad45b86,M25:5,Pottery,13.0,E22_Man_Made_Object
obj_3d5d5b24,TG③:164,Pottery,,E22_Man_Made_Object
obj_f5c39c98,TG③:162,Pottery,,E22_Man_Made_Object
obj_de2843fa,TG②:48,Pottery,,E22_Man_Made_Object
obj_b050ed59,TG③:67,Pottery,,E22_Man_Made_Object
obj_081e66af,TG③:185,Pottery,,E22_Man_Made_Object
obj_e419f915,TG②:11,Pottery,,E22_Man_Made_Object
obj_6b3930b5,TG③:131,Pottery,,E22_Man_Made_Object
obj_5b1add78,TG③:147,Pottery,,E22_Man_Made_Object
obj_b4a7f6bd,TG③:97,Pottery,,E22_Man_Made_Object
obj_c3cc981d,TG②:49,Pottery,,E22_Man_Made_Object
obj_c5d1cf9f,TG④:251,Pottery,,E22_Man_Made_Object
obj_3ab03e33,TG③:9,Pottery,,E22_Man_Made_Object
obj_aaf57db8,TG③:74,Pottery,,E22_Man_Made_Object
obj_5fa621f6,TG②:15,Pottery,,E22_Man_Made_Object
obj_d4e1abbd,T0508①:9,Pottery,,E22_Man_Made_Object
obj_93951431,T0408①:2,Pottery,,E22_Man_Made_Object
obj_f9a6c913,T0508①:32,Pottery,,E22_Man_Made_Object
obj_384dbcc4,T0508①:7,Pottery,,E22_Man_Made_Object
obj_6713c30b,T0508①:28,Pottery,,E22_Man_Made_Object
obj_01d7798e,T0709①:1,Pottery,,E22_Man_Made_Object
obj_98430f0c,T0608①:7,Pottery,,E22_Man_Made_Object
obj_352e0d38,00庙采:1,Pottery,,E22_Man_Made_Object
obj_92160c5a,T3⑤:1,Pottery,,E22_Man_Made_Object
obj_69f0c3f4,T1⑥:1,Pottery,,E22_Man_Made_Object
obj_cb97f1b8,T1⑥:2,Pottery,,E22_Man_Made_Object
obj_d580c02b,T3⑤:3,Pottery,,E22_Man_Made_Object
obj_bf6f2bcb,T2④:3,Pottery,,E22_Man_Made_Object
obj_e1697872,T1⑥:3,Pottery,,E22_Man_Made_Object
obj_8e20ee19,T2④:4,Pottery,,E22_Man_Made_Object
obj_9e0f9e6d,T1⑦:2,Pottery,,E22_Man_Made_Object
obj_ffbebf42,H3:6,Pottery,23.3,E22_Man_Made_Object
obj_be1ba8a7,G1:5,Pottery,9.5,E22_Man_Made_Object
obj_b1aedac0,H3:5,Pottery,24.8,E22_Man_Made_Object
obj_132a9945,T2②:11,Pottery,9.8,E22_Man_Made_Object
obj_a288c5f2,G1:52,Pottery,,E22_Man_Made_Object
obj_1fa08b18,T1③B:3,Pottery,,E22_Man_Made_Object
obj_d59992a5,T1③A:3,Pottery,,E22_Man_Made_Object
obj_a6673888,C1:65,Pottery,,E22_Man_Made_Object
obj_1eda2751,G1:67,Pottery,,E22_Man_Made_Object
obj_c341a696,G1:4,Pottery,9.6,E22_Man_Made_Object
obj_5c6244f0,G1:14,Pottery,11.4,E22_Man_Made_Object
obj_ee2b00e8,G1:18,Pottery,10.0,E22_Man_Made_Object
obj_1567b414,G1:21,Pottery,9.8,E22_Man_Made_Object
obj_c277aeab,G1:24,Pottery,5.6,E22_Man_Made_Object
obj_110666fd,G1:27,Pottery,3.8,E22_Man_Made_Object
obj_7092e926,G1:29,Pottery,7.0,E22_Man_Made_Object
obj_e8977610,G1:8,Pottery,11.4,E22_Man_Made_Object
obj_6e0218f0,G1:31,Pottery,6.0,E22_Man_Made_Object
obj_652eacf4,G1:36,Pottery,35.0,E22_Man_Made_Object
obj_87f39cae,G1:3,Pottery,10.0,E22_Man_Made_Object
obj_8ea29f96,G1:48,Pottery,,E22_Man_Made_Object
obj_2289b117,G1:58,Pottery,,E22_Man_Made_Object
obj_c67ac33d,H3:2,Pottery,11.0,E22_Man_Made_Object
obj_a9eab0e1,H3:3,Pottery,10.0,E22_Man_Made_Object
obj_0983ab30,H3:4,Pottery,13.4,E22_Man_Made_Object
obj_65f0fcb8,G1:73,Pottery,,E22_Man_Made_Object
obj_d849ebc7,T2②：12,Pottery,8.4,E22_Man_Made_Object
obj_f6e20877,T2②:12,Pottery,,E22_Man_Made_Object
obj_e90f0c1b,T1③A:2,Pottery,4.4,E22_Man_Made_Object
obj_c03e50d9,H3:1,Pottery,7.4,E22_Man_Made_Object
obj_91671664,G1:6,Pottery,3.8,E22_Man_Made_Object
obj_704b115f,T1③A:1,Pottery,3.7,E22_Man_Made_Object
obj_2aa7563c,T1④:3,Pottery,4.8,E22_Man_Made_Object
obj_283a0e27,G1:7,Pottery,,E22_Man_Made_Object
obj_2f49a6eb,T3②:1,Pottery,,E22_Man_Made_Object
obj_36c5f45e,T3②:11,Pottery,,E22_Man_Made_Object
obj_a722667b,T1②:1,Pottery,,E22_Man_Made_Object
obj_bb48a78c,T3②:9,Pottery,,E22_Man_Made_Object
obj_90ca11c2,T1②:7,Pottery,,E22_Man_Made_Object
obj_5a7999c4,T3②:13,Pottery,,E22_Man_Made_Object
obj_829ce32a,T3②:10,Pottery,,E22_Man_Made_Object
obj_ceeb5a97,T1②:8,Pottery,,E22_Man_Made_Object
obj_e00ab426,T0303③:9,Pottery,,E22_Man_Made_Object
obj_2e5767df,T0303③:10,Pottery,,E22_Man_Made_Object
obj_9f529cf4,T0202④:27,Pottery,,E22_Man_Made_Object
obj_cedf801b,T0202③:6,Pottery,,E22_Man_Made_Object
obj_8c870544,T0402②:1,Pottery,,E22_Man_Made_Object
obj_2e4355ef,T0202④:28,Pottery,,E22_Man_Made_Object
obj_97b6af45,T0402④:1,Pottery,,E22_Man_Made_Object
obj_7c2f8110,TO302③：9,Pottery,,E22_Man_Made_Object
obj_3ba1256f,TO303③：10,Pottery,,E22_Man_Made_Object
obj_2951be7b,TO202④:27,Pottery,,E22_Man_Made_Object
obj_923a41d6,TO202③:6,Pottery,,E22_Man_Made_Object
obj_a2af77de,TO402②:1,Pottery,,E22_Man_Made_Object
obj_e6791e0f,TO202④:28,Pottery,,E22_Man_Made_Object
obj_da254438,1,Pottery,,E22_Man_Made_Object
obj_cf0cd2c6,T4⑤B:36,Pottery,11.6,E22_Man_Made_Object
obj_634b5b15,T1⑤B:55,Pottery,15.8,E22_Man_Made_Object
obj_5d1f3680,T1⑤B:54,Pottery,16.5,E22_Man_Made_Object
obj_c2ff35d5,T1⑤B:44,Pottery,10.0,E22_Man_Made_Object
obj_0bf61954,T45B:30,Pottery,10.0,E22_Man_Made_Object
obj_87c2d034,T1⑤B:46,Pottery,11.5,E22_Man_Made_Object
obj_537c5a4b,T5④C:12,Pottery,9.0,E22_Man_Made_Object
obj_ff758c45,T3④:4,Pottery,8.2,E22_Man_Made_Object
